City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,saint-joseph,-21.3667,55.6167,20.21,81,15,5.85,RE,1718058006
367,aleg,17.0481,-13.9209,32.59,29,35,9.28,MR,1718058006
368,comandante fontana,-25.3345,-59.6821,24.99,51,25,2.28,AR,1718058006
369,pacasmayo,-7.4006,-79.5714,19.69,75,21,6.5,PE,1718057793
370,onokhoy,51.932,108.0747,11.86,88,76,0.79,RU,1718058006
371,souillac,-20.5167,57.5167,24.21,78,40,6.17,MU,1718058007
372,gorredijk,53.0066,6.064,11.1,70,100,6.05,NL,1718058007
373,salekhard,66.53,66.6019,5.22,89,43,2.68,RU,1718058007
374,mezhdurechenskiy,59.6,65.9333,12.7,97,95,1.0,RU,1718058007
375,chardara,41.2547,67.9692,26.93,33,98,4.49,KZ,1718058007
376,puerto armuelles,8.2833,-82.8667,27.27,72,63,1.79,PA,1718057840
377,kwang binh,17.4833,106.6,27.27,76,96,3.06,VN,1718057830
378,callao,-12.0667,-77.15,23.18,68,0,4.63,PE,1718058008
379,garwolin,51.8975,21.6147,17.13,93,100,0.45,PL,1718058008
380,bemidji,47.4736,-94.8803,21.7,39,0,5.14,US,1718058008
381,isla mujeres,21.2311,-86.731,30.09,68,84,6.06,MX,1718058008
382,ghanzi,-21.5667,21.7833,10.35,51,18,4.34,BW,1718058008
383,xining,36.6167,101.7667,9.97,69,99,1.11,CN,1718058008
384,kalkaman,51.9525,76.0211,18.22,88,12,6.78,KZ,1718058008
385,sabha,27.0377,14.4283,32.42,11,0,3.08,LY,1718058008
386,baqubah,33.7485,44.6554,34.84,16,3,3.27,IQ,1718058009
387,tchintabaraden,15.8969,5.7985,35.37,32,1,5.61,NE,1718058009
388,greenville,35.6127,-77.3663,29.01,38,75,0.0,US,1718057647
389,khouribga,32.9333,-6.6,15.86,78,99,6.89,MA,1718058009
390,namakkal,11.2213,78.1652,25.44,79,96,2.72,IN,1718058009
391,huotong,26.8497,119.4181,24.61,97,100,1.68,CN,1718058009
392,vilyuysk,63.7553,121.6247,17.78,49,50,1.79,RU,1718058009
393,sao vicente,-23.9631,-46.3919,30.1,54,5,1.34,BR,1718057872
394,taitung city,22.7583,121.1444,27.15,94,75,0.51,TW,1718057898
395,tughyl,47.7252,84.2063,17.8,77,32,3.51,KZ,1718058010
396,nay pyi taw,19.745,96.1297,24.85,96,100,3.25,MM,1718058010
397,houma,29.5958,-90.7195,31.11,75,75,3.6,US,1718058010
398,kotlas,61.2611,46.6556,12.81,91,82,2.68,RU,1718058010
399,afaahiti,-17.75,-149.2833,25.93,87,99,9.01,PF,1718057854
400,tabuk,17.4189,121.4443,24.21,90,100,1.19,PH,1718058010
401,laghouat,33.8,2.8651,29.49,23,94,6.65,DZ,1718057716
402,malard,35.6659,50.9767,25.1,52,40,10.8,IR,1718058011
403,lang son,21.8333,106.7333,23.47,94,100,0.79,VN,1718058011
404,enewetak,11.3474,162.3373,28.13,82,82,7.56,MH,1718057838
405,caleta de carquin,-11.0925,-77.6267,19.4,77,50,5.09,PE,1718058011
406,lake havasu city,34.4839,-114.3224,40.51,8,8,3.09,US,1718057934
407,andratx,39.5755,2.4202,22.64,87,30,1.5,ES,1718058011
408,fortaleza,-3.7227,-38.5247,28.45,78,20,4.12,BR,1718057916
409,aberdeen,57.1437,-2.0981,7.89,91,75,7.72,GB,1718057887
410,grande prairie,55.1667,-118.8027,18.1,63,75,3.6,CA,1718058012
411,kayangel,8.0823,134.7173,28.99,74,100,4.36,PW,1718058012
412,mazouna,36.1223,0.8987,21.92,50,86,1.54,DZ,1718058012
413,plastun,44.7561,136.2939,17.64,70,89,1.76,RU,1718058012
414,palikir - national government center,6.9248,158.1611,28.47,84,75,4.63,FM,1718057896
415,ad dabbah,18.05,30.95,34.0,12,0,6.64,SD,1718058012
416,howrah,22.5892,88.3103,30.0,89,40,5.14,IN,1718058012
417,bandrele,-12.9067,45.1914,24.86,73,0,4.63,YT,1718058013
418,turbat,26.0023,63.044,29.47,65,2,3.49,PK,1718058013
419,vershino-darasunskiy,52.35,115.5167,9.87,67,93,1.56,RU,1718058013
420,verkhnevilyuysk,63.4453,120.3167,17.1,57,59,1.22,RU,1718058013
421,nova xavantina,-14.6667,-52.35,23.68,50,61,1.22,BR,1718058013
422,kez,57.8979,53.7152,11.86,91,3,1.17,RU,1718058013
423,new kensington,40.5698,-79.7648,18.33,63,73,0.89,US,1718057994
424,salavat,53.3837,55.9077,15.72,80,14,0.18,RU,1718058013
425,swan hill,-35.3378,143.5544,13.59,56,100,4.95,AU,1718058014
426,sisimiut,66.9395,-53.6735,6.26,74,100,1.67,GL,1718057861
427,al mishkhab,31.8042,44.4911,36.35,13,0,7.63,IQ,1718058014
428,crescent city,41.756,-124.2018,22.63,79,0,5.66,US,1718058014
429,turuntayevo,52.2,107.6167,12.05,95,74,0.85,RU,1718058014
430,montepuez,-13.1256,38.9997,17.07,75,11,4.67,MZ,1718058014
431,goure,13.9835,10.2704,29.97,41,34,4.12,NE,1718058014
432,mujiayingzi,42.1167,118.7833,18.4,60,64,2.29,CN,1718058015
433,khatra,22.9833,86.85,33.18,40,29,4.03,IN,1718058015
434,funafuti,-8.5243,179.1942,32.0,74,75,0.51,TV,1718058015
435,gamba,-2.65,10.0,22.61,93,13,2.73,GA,1718057870
436,tezu,27.9167,96.1667,25.42,79,61,1.41,IN,1718058015
437,vatra dornei,47.35,25.3667,15.32,85,100,2.17,RO,1718058015
438,puerto tirol,-27.3722,-59.0821,26.7,73,0,1.54,AR,1718058015
439,atar,20.5169,-13.0499,35.64,20,97,6.29,MR,1718058016
440,alaior,39.9303,4.1404,20.86,94,20,3.09,ES,1718058016
441,yaren,-0.5472,166.916,29.29,71,29,4.74,NR,1718058016
442,lubang,13.8584,120.124,29.6,73,49,1.59,PH,1718058016
443,pudozh,61.8099,36.5345,9.41,76,51,1.79,RU,1718058016
444,bel ombre,-4.6167,55.4167,27.91,83,40,2.57,SC,1718057837
445,huarmey,-10.0681,-78.1522,20.29,76,28,5.0,PE,1718058016
446,katsuren-haebaru,26.3369,127.8719,24.43,100,100,2.57,JP,1718058016
447,puerto santa,-8.9906,-78.6456,19.06,79,34,5.29,PE,1718058017
448,priozersk,61.0393,30.1291,10.61,88,97,2.89,RU,1718058017
449,yeppoon,-23.1333,150.7333,11.81,51,0,2.54,AU,1718058017
450,ondangwa,-17.9167,15.95,18.0,45,21,1.54,NA,1718058017
451,la'ie,21.6477,-157.9253,29.98,65,4,2.24,US,1718058017
452,haiku-pauwela,20.9219,-156.3051,30.12,72,20,10.8,US,1718057833
453,mbandaka,0.0487,18.2603,23.74,74,100,0.93,CD,1718058017
454,papao,-17.75,-149.55,26.82,88,99,9.26,PF,1718058018
455,lagoa,39.05,-27.9833,18.48,74,100,3.32,PT,1718058018
456,motygino,58.1831,94.7592,9.32,96,22,0.45,RU,1718058018
457,cururupu,-1.8283,-44.8683,23.73,95,90,0.5,BR,1718057845
458,jackson,42.4165,-122.8345,32.43,20,0,3.6,US,1718057872
459,jumla,29.2747,82.1838,12.72,39,63,2.25,NP,1718058018
460,sitka,57.0531,-135.33,11.94,76,100,2.06,US,1718057882
461,villa emilio carranza,19.9667,-96.6,31.7,67,100,4.05,MX,1718058019
462,puerto baquerizo moreno,-0.9,-89.6,24.55,78,20,6.69,EC,1718057853
463,yozgat,39.5833,35.3333,13.71,71,0,1.8,TR,1718058019
464,feodosiya,45.0333,35.3833,22.26,57,8,0.99,UA,1718058019
465,lushun,38.8,121.2667,19.12,78,45,5.13,CN,1718058019
466,taulaga,-11.0553,-171.0883,28.61,76,13,7.14,AS,1718058019
467,puerto leguizamo,-0.1934,-74.7819,26.15,96,96,0.84,CO,1718058020
468,idabel,33.8957,-94.8263,26.97,56,20,3.09,US,1718057807
469,mount isa,-20.7333,139.5,5.87,87,1,0.0,AU,1718057843
470,mount dora,28.8025,-81.6445,35.96,54,75,4.12,US,1718058020
471,linxia chengguanzhen,35.6003,103.2064,11.42,44,25,2.06,CN,1718058020
472,gore,-46.1028,168.9436,5.18,85,44,4.34,NZ,1718058021
473,veinticinco de mayo,-35.4323,-60.1727,14.43,63,100,2.76,AR,1718058021
474,changli,39.7042,119.1506,21.23,70,65,1.15,CN,1718058021
475,tabou,4.423,-7.3528,25.65,86,92,4.5,CI,1718058021
476,oamaru,-45.0784,170.9801,6.04,67,8,1.3,NZ,1718058021
477,dubinino,55.6192,89.0911,9.63,94,1,1.13,RU,1718058022
478,raton,36.9034,-104.4391,25.19,38,0,1.54,US,1718058022
479,pyt-yakh,60.7499,72.8582,18.14,62,100,3.46,RU,1718058022
480,zimapan,20.75,-99.35,23.93,58,69,7.63,MX,1718058022
481,knyaze-volkonskoye,48.4642,135.4567,13.19,98,88,3.58,RU,1718058022
482,waddan,29.1614,16.139,33.74,11,0,5.47,LY,1718058022
483,aden,12.7794,45.0367,32.16,58,71,3.85,YE,1718058023
484,barpali,21.2,83.5833,32.71,41,6,2.93,IN,1718058023
485,revda,56.801,59.9303,10.35,92,13,1.92,RU,1718057834
486,avanigadda,16.0215,80.9181,28.86,65,100,5.52,IN,1718058023
487,arkhangel'sk,64.5401,40.5433,9.06,100,0,2.0,RU,1718058023
488,bamboo flat,11.7,92.7167,27.44,84,100,7.38,IN,1718057848
489,angostura,25.3667,-108.1833,33.84,45,0,8.2,MX,1718057831
490,gadzhiyevo,69.2551,33.3362,10.0,90,100,1.27,RU,1718057900
491,booue,-0.0921,11.9385,24.89,79,71,1.06,GA,1718058024
492,severo-yeniseyskiy,60.3725,93.0408,9.21,96,30,0.89,RU,1718057866
493,san miguel siguila,14.9,-91.6167,17.86,94,75,0.0,GT,1718058024
494,indramayu,-6.3264,108.32,26.58,83,25,3.86,ID,1718058025
495,bari sadri,24.4167,74.4667,31.69,36,100,4.21,IN,1718058025
496,rudbar,30.15,62.6,29.47,17,0,2.02,AF,1718058025
497,markala,13.7021,-6.0659,37.07,26,52,2.13,ML,1718058025
498,carnarvon,-24.8667,113.6333,19.83,67,82,4.42,AU,1718057838
499,thohoyandou,-22.9456,30.485,10.13,72,45,1.6,ZA,1718058025
500,arteche,12.2645,125.4048,26.13,90,100,1.04,PH,1718058026
501,odobesti,45.7667,27.05,17.35,94,100,1.05,RO,1718058026
502,olyokminsk,60.3736,120.4264,16.59,58,58,0.73,RU,1718058026
503,kisangani,0.5167,25.2,22.42,69,45,0.41,CD,1718058026
504,nyurba,63.2842,118.3319,17.35,62,77,1.1,RU,1718058026
505,anqing,30.5092,117.0506,22.64,97,87,1.6,CN,1718058026
506,kone,-21.0595,164.8658,25.29,68,53,1.79,NC,1718057890
507,novaya igirma,57.1334,103.9112,10.05,94,66,1.02,RU,1718058027
508,gongju,36.4556,127.1247,19.14,84,1,1.95,KR,1718058027
509,san juan,-31.5375,-68.5364,17.01,35,58,2.77,AR,1718058027
510,kalemie,-5.9475,29.1947,22.25,72,5,5.1,CD,1718058027
511,mabamba,-3.5983,30.5019,15.87,64,73,0.99,TZ,1718058027
512,remire-montjoly,4.9167,-52.2667,26.02,94,0,1.03,GF,1718057847
513,san juan de miraflores,-12.1629,-76.9635,22.32,70,60,4.1,PE,1718058027
514,kavieng,-2.5744,150.7967,28.3,80,100,4.46,PG,1718058027
515,wuhai,39.6647,106.8122,24.62,26,53,3.35,CN,1718058028
516,naracoorte,-36.9579,140.7383,14.78,69,100,7.65,AU,1718058028
517,yueyang,29.3333,113.0919,21.86,97,18,2.2,CN,1718058028
518,claveria,18.6074,121.0832,27.2,84,52,1.86,PH,1718058028
519,i-n-salah,27.1935,2.4607,38.97,10,17,5.55,DZ,1718058028
520,astrakhan,46.3497,48.0408,24.93,53,0,3.0,RU,1718058028
521,jiaojiang,28.6803,121.4428,21.42,96,100,1.05,CN,1718058028
522,camocim,-2.9022,-40.8411,26.64,79,46,4.62,BR,1718058029
523,vallegrande,-18.4897,-64.1069,14.26,80,6,2.11,BO,1718058029
524,togur,58.3631,82.8265,12.3,89,3,2.24,RU,1718058029
525,san rafael del yuma,18.4299,-68.6739,30.11,75,100,3.63,DO,1718058029
526,ermoupolis,37.4423,24.9425,27.39,34,5,2.57,GR,1718058029
527,vanino,49.0869,140.2543,17.18,97,100,1.45,RU,1718058029
528,vernal,40.4555,-109.5287,29.62,27,40,4.47,US,1718058029
529,champerico,14.3,-91.9167,29.15,75,75,4.0,GT,1718058030
530,kol'chugino,56.3,39.3833,17.94,95,98,3.02,RU,1718058030
531,jinghong,21.991,100.7341,22.93,100,100,0.56,CN,1718058030
532,abilene,32.4487,-99.7331,29.54,62,20,4.63,US,1718058030
533,malvan,16.0667,73.4667,25.93,88,100,0.88,IN,1718058030
534,necochea,-38.5473,-58.7368,10.89,78,44,1.49,AR,1718057982
535,businga,3.3333,20.8833,21.75,94,99,0.67,CD,1718058030
536,mitu,1.1983,-70.1733,26.65,85,72,0.77,CO,1718058031
537,oroqen zizhiqi,50.5667,123.7167,13.56,80,52,1.45,CN,1718058031
538,nuku'alofa,-21.1333,-175.2,26.19,69,75,4.63,TO,1718058031
539,magadan,59.5667,150.8,10.85,75,100,1.88,RU,1718058031
540,brumadinho,-20.1433,-44.1997,19.29,57,10,0.62,BR,1718057922
541,sola,-13.8833,167.55,26.71,82,6,2.63,VU,1718058031
542,tocopilla,-22.092,-70.1979,17.99,81,77,3.74,CL,1718058031
543,thurgoona,-36.0451,146.9919,7.59,100,100,3.13,AU,1718058031
544,coronel dorrego,-38.7187,-61.2873,11.97,52,77,0.48,AR,1718058032
545,weno,7.4515,151.8468,29.97,79,75,3.09,FM,1718057892
546,khabary,53.6259,79.5345,16.73,97,100,2.77,RU,1718058032
547,murzuq,25.9155,13.9184,31.55,11,0,3.42,LY,1718058032
548,laojunmiao,39.8333,97.7333,17.69,31,68,3.57,CN,1718058032
549,seydi,39.4816,62.9137,31.83,22,2,7.13,TM,1718058032
550,al faw,29.9776,48.4741,34.0,69,73,2.57,IQ,1718058032
551,el granada,37.5027,-122.4694,32.54,76,75,9.26,US,1718057905
552,port moresby,-9.4431,147.1797,25.78,86,99,2.51,PG,1718057691
553,rikaze,29.25,88.8833,14.67,46,1,2.29,CN,1718058033
554,sao francisco,-15.9486,-44.8644,26.12,45,50,1.76,BR,1718058033
555,lillehammer,61.1146,10.4674,6.41,95,98,2.05,NO,1718058033
556,baiti,13.745,-14.7482,34.48,36,97,3.03,SN,1718058033
557,sakaiminato,35.55,133.2333,22.96,94,20,1.03,JP,1718058033
558,inyati,-19.6756,28.8469,8.7,67,0,5.1,ZW,1718058033
559,hue,16.4667,107.6,27.06,89,40,1.03,VN,1718058033
560,ostersund,63.1792,14.6357,8.25,90,75,5.66,SE,1718058034
561,sol'-iletsk,51.1631,54.9918,19.68,54,27,1.81,RU,1718057881
562,sona,45.4388,10.8255,20.51,79,75,2.06,IT,1718058034
563,kilindoni,-7.9139,39.6668,26.43,70,42,8.74,TZ,1718058034
564,guane,22.2025,-84.0875,29.32,70,93,5.58,CU,1718058034
565,immokalee,26.4187,-81.4173,34.41,70,58,6.32,US,1718058034
566,yanam,16.7333,82.2167,26.51,84,88,1.37,IN,1718058034
567,penal,10.1667,-61.4667,25.96,88,99,4.47,TT,1718058034
568,richards bay,-28.783,32.0377,15.21,81,0,3.17,ZA,1718057859
569,chenzhou,25.8,113.0333,23.97,97,100,1.75,CN,1718058035
570,gurupa,-1.405,-51.64,24.24,99,100,1.58,BR,1718058035
571,trat,12.5,102.5,28.11,98,100,1.04,TH,1718058035
572,prince albert,53.2001,-105.7677,9.14,98,100,3.76,CA,1718057748
573,miramar,25.9873,-80.2323,32.79,72,0,6.69,US,1718058035
574,kailua-kona,19.6406,-155.9956,28.98,80,40,6.69,US,1718057880
575,nicoya,10.1483,-85.452,27.53,86,100,1.59,CR,1718057989
576,mountain home,43.133,-115.6912,28.71,22,0,6.69,US,1718057981
577,snina,48.9886,22.151,17.97,89,90,0.92,SK,1718058036
578,shetpe,44.1667,52.1167,25.57,45,100,3.25,KZ,1718058036
579,muskegon,43.3,-86.1334,21.77,45,0,5.14,US,1718058008
580,arraial do cabo,-22.9661,-42.0278,19.98,94,0,1.03,BR,1718057858
581,ancud,-41.8697,-73.8203,11.2,92,98,6.28,CL,1718057733
582,prakhon chai,14.6059,103.1208,24.82,93,100,4.59,TH,1718058037
583,boma,7.0805,-2.1697,23.84,97,84,2.43,GH,1718058037
584,waynesboro,38.0685,-78.8895,24.39,50,100,2.06,US,1718057761
585,dumbea,-22.15,166.45,23.88,99,66,1.43,NC,1718058037
586,puerto asis,0.5133,-76.5007,27.59,73,83,0.99,CO,1718058037
587,mooroopna,-36.4,145.35,8.63,96,100,5.49,AU,1718058037
588,missoula,47.0166,-113.8009,21.22,33,56,6.83,US,1718057883
589,pangoa,-12.1167,-73.0,25.54,68,18,1.01,PE,1718058038
590,dawei,14.0833,98.2,25.9,89,100,4.53,MM,1718058038
591,vikhorevka,56.1201,101.1636,10.77,89,46,0.59,RU,1718058038
592,at taj,24.2049,23.2857,28.79,15,0,3.41,LY,1718057904
593,buckeye,33.3703,-112.5838,41.96,11,8,3.16,US,1718058038
594,nuuk,64.1835,-51.7216,7.34,100,75,3.6,GL,1718057700
595,sechura,-5.5569,-80.8222,23.07,63,19,7.01,PE,1718058038
